Date,TimeOfDay,Soil_ph,Iron,Manganese,Zinc,Copper,Boron,Molybdenum,Chlorine,Nickel,Potassium,Sodium,Nitrogen,Calcium,Sulphur,Phosphorus,Relative_Humidity,Temperature,Water,Radiation
2022-08-29,evening,6.73,9.76,42.93,1.85,0.32,0.56,0.017,0.49,0.059,17.77,18.12,16.86,17.46,25.07,2.41,74.65,30.11,3.35,424.91
2022-08-30,morning,6.22,4.57,14.49,0.64,0.49,0.65,0.043,0.22,0.056,19.71,16.98,17.73,20.95,16.18,2.74,73.05,30.21,3.3,460.21
2022-08-30,afternoon,5.56,4.92,31.25,1.21,0.35,0.32,0.043,0.27,0.063,18.02,17.57,16.28,26.08,18.13,2.66,72.66,28.19,4.91,333.05
2022-08-30,evening,5.84,4.19,14.94,0.52,0.39,0.92,0.03,1.74,0.087,17.36,17.61,19.13,23.1,21.27,2.67,65.41,32.34,4.49,419.22
2022-08-31,morning,5.68,4.51,24.85,1.33,0.21,0.74,0.038,1.46,0.075,19.54,15.52,17.8,20.15,26.79,2.34,60.1,28.9,3.2,435.81
2022-08-31,afternoon,6.27,8.05,26.03,0.7,0.39,0.62,0.023,0.31,0.097,18.0,18.08,19.21,21.12,28.91,2.23,67.96,32.14,3.37,439.59
2022-08-31,evening,6.41,4.19,30.44,1.48,0.21,0.72,0.033,1.65,0.041,18.57,18.08,17.12,20.97,18.61,2.9,73.64,24.83,4.89,377.61
2022-09-01,morning,6.56,4.65,33.03,1.16,0.48,0.59,0.026,1.51,0.077,17.62,15.1,19.91,25.58,20.57,2.6,66.55,26.28,4.38,413.61
2022-09-01,afternoon,6.67,8.21,27.9,1.81,0.37,0.92,0.012,1.83,0.091,17.04,16.21,16.09,20.44,24.55,2.8,82.19,26.74,2.95,303.56
2022-09-01,evening,5.69,9.35,29.9,1.07,0.37,0.88,0.021,0.74,0.092,18.02,16.98,15.3,28.59,18.43,2.09,63.62,25.3,4.69,303.17
2022-09-02,morning,6.73,5.51,48.39,0.65,0.31,0.98,0.046,0.76,0.021,17.52,19.71,19.14,28.09,21.31,2.21,72.92,23.65,4.76,410.14
2022-09-02,afternoon,5.84,4.75,16.29,1.39,0.27,0.82,0.021,1.42,0.078,19.99,16.53,19.9,19.99,15.08,2.74,71.28,22.67,4.62,424.82
2022-09-02,evening,6.54,9.04,17.93,1.54,0.3,0.81,0.039,1.13,0.039,18.47,19.31,17.96,21.25,20.02,2.7,60.96,28.09,4.41,300.08
2022-09-03,morning,6.41,8.15,49.53,0.93,0.35,0.62,0.042,0.73,0.082,16.42,15.02,17.61,16.71,25.66,2.7,64.4,33.63,2.8,470.53
2022-09-03,afternoon,5.95,8.71,46.47,0.81,0.21,0.65,0.03,1.25,0.048,18.11,19.11,16.91,19.71,18.03,2.15,84.99,33.7,3.72,380.07
2022-09-03,evening,6.42,6.95,21.95,1.41,0.25,0.7,0.044,0.99,0.085,15.98,18.16,19.01,19.9,17.21,2.27,61.73,21.73,3.96,422.82
2022-09-04,morning,5.67,8.41,41.9,1.98,0.29,0.6,0.028,0.29,0.051,17.34,16.07,16.39,19.74,15.61,2.36,69.67,31.99,3.04,430.97
2022-09-04,afternoon,6.15,4.46,39.56,0.52,0.33,0.42,0.044,0.62,0.025,19.07,18.07,16.69,22.62,29.85,2.07,64.41,20.99,4.23,333.03
2022-09-04,evening,6.59,5.73,48.28,0.98,0.45,0.52,0.035,1.07,0.071,19.1,15.02,19.5,17.64,17.03,2.08,66.2,32.88,2.81,345.64
2022-09-05,morning,5.91,9.5,40.33,1.07,0.29,0.76,0.033,1.43,0.055,17.35,18.1,16.23,26.67,28.13,2.8,69.01,27.16,3.01,476.1
2022-09-05,afternoon,6.08,9.51,10.58,0.58,0.27,0.61,0.049,1.23,0.058,17.75,18.47,18.85,20.8,21.48,2.63,63.58,25.43,4.8,388.21
2022-09-05,evening,5.7,5.86,16.57,1.34,0.44,0.99,0.025,0.23,0.094,15.83,15.36,17.95,19.01,16.01,2.39,82.03,26.14,3.38,476.69
2022-09-06,morning,6.67,8.57,27.25,0.61,0.43,0.83,0.047,1.24,0.037,15.4,17.74,17.91,22.96,28.38,2.46,80.81,24.69,2.55,347.55
2022-09-06,afternoon,5.63,6.99,15.69,1.56,0.48,0.85,0.018,1.2,0.096,15.37,17.73,16.72,27.16,19.14,2.21,66.22,27.58,4.56,413.25
2022-09-06,evening,6.58,8.27,21.19,0.94,0.28,0.47,0.035,0.36,0.015,17.82,17.26,15.58,15.7,29.42,2.74,82.13,34.69,2.93,357.68
2022-09-07,morning,5.54,6.41,11.87,0.81,0.5,0.89,0.014,0.55,0.076,17.68,18.31,19.05,19.8,27.16,2.87,70.95,31.12,2.55,487.94
2022-09-07,afternoon,6.53,5.7,22.08,0.76,0.3,0.54,0.03,0.41,0.048,18.18,18.53,19.62,21.11,25.1,2.49,78.83,32.3,2.95,444.47
2022-09-07,evening,5.74,5.99,47.62,1.83,0.49,0.54,0.021,1.95,0.041,18.38,15.75,15.58,17.1,17.46,2.82,72.95,24.6,3.58,377.11
2022-09-08,morning,5.84,5.79,42.03,1.98,0.42,0.67,0.027,1.95,0.082,16.56,17.01,18.02,16.65,17.72,2.38,79.6,21.27,2.77,370.6
2022-09-08,afternoon,6.26,5.72,33.08,1.61,0.48,0.42,0.035,0.21,0.054,16.26,18.81,17.17,29.62,25.46,2.65,74.07,20.64,3.84,452.69
2022-09-08,evening,5.52,4.58,34.74,1.04,0.26,0.62,0.012,0.59,0.093,18.69,18.18,15.88,23.43,15.82,2.89,81.69,20.13,4.0,387.33
2022-09-09,morning,6.13,5.59,17.2,1.47,0.28,0.95,0.018,1.64,0.02,15.96,18.9,18.16,27.01,25.0,2.38,64.14,23.75,3.66,320.74
2022-09-09,afternoon,6.21,5.46,45.35,1.07,0.38,0.36,0.021,1.78,0.099,19.54,19.53,19.76,17.06,24.2,2.78,80.0,28.92,2.56,340.74
2022-09-09,evening,6.18,7.89,20.98,1.06,0.44,0.65,0.038,0.42,0.059,17.83,18.96,16.2,15.07,22.5,2.83,66.79,20.15,2.97,467.09
2022-09-10,morning,6.33,8.97,14.97,1.3,0.41,0.33,0.048,1.93,0.031,17.46,19.89,19.58,16.93,23.01,2.89,77.66,20.34,4.35,449.43
2022-09-10,afternoon,6.28,9.89,44.37,1.99,0.36,0.51,0.043,0.47,0.098,17.91,19.66,15.85,19.1,26.53,2.52,60.88,34.23,3.63,478.01
2022-09-10,evening,5.72,9.72,20.64,0.53,0.31,0.74,0.036,0.84,0.098,16.67,16.99,19.64,26.68,18.91,2.38,70.2,21.08,2.62,304.04
2022-09-11,morning,6.58,8.83,47.66,0.51,0.45,0.62,0.033,1.97,0.022,18.6,19.59,15.42,21.06,17.54,2.42,82.46,20.49,3.12,477.04
2022-09-11,afternoon,6.72,8.35,33.49,0.54,0.25,0.51,0.013,1.61,0.027,17.97,18.92,18.47,23.39,22.23,2.1,63.29,34.43,3.43,378.41
2022-09-11,evening,5.95,5.09,47.28,0.67,0.47,0.66,0.042,1.8,0.087,17.3,17.09,16.72,26.38,17.42,2.3,63.45,33.22,3.21,496.9
2022-09-12,morning,5.51,6.83,14.84,1.3,0.3,0.87,0.045,1.89,0.082,15.76,16.67,15.58,18.81,15.39,2.19,60.18,30.87,3.66,313.17
2022-09-12,afternoon,6.21,7.55,22.21,0.62,0.35,0.83,0.017,0.64,0.05,15.16,18.34,15.08,22.35,15.93,2.38,70.43,24.06,4.49,301.28
2022-09-12,evening,5.52,5.88,11.55,1.78,0.32,0.8,0.035,0.42,0.065,16.66,15.96,19.28,21.15,25.19,2.75,70.91,25.27,4.26,480.88
2022-09-13,morning,6.21,9.82,44.08,1.69,0.24,0.47,0.049,1.71,0.023,19.81,16.74,15.32,17.72,25.29,2.34,71.78,31.58,4.19,456.0
2022-09-13,afternoon,5.56,7.65,48.06,1.23,0.31,0.89,0.032,1.1,0.022,15.79,16.74,19.33,27.43,27.34,2.54,61.92,25.72,4.36,484.25
2022-09-13,evening,6.05,6.7,18.99,1.77,0.46,0.94,0.016,1.72,0.097,18.5,18.52,15.75,18.42,20.48,2.57,77.8,25.78,2.61,395.4
2022-09-14,morning,5.97,4.63,13.48,1.64,0.27,0.88,0.049,1.78,0.067,15.81,17.02,18.08,22.52,25.93,2.2,71.28,22.48,4.65,369.44
2022-09-14,afternoon,6.09,5.1,32.13,0.65,0.3,0.39,0.03,0.77,0.019,16.85,18.66,19.12,22.63,27.9,2.62,84.14,28.65,3.22,490.48
2022-09-14,evening,6.08,4.65,41.22,1.8,0.28,0.87,0.023,1.75,0.052,16.91,18.77,16.6,29.03,18.94,2.27,66.23,22.11,4.72,397.0
2022-09-15,morning,7.0,9.58,17.98,1.48,0.43,0.37,0.018,0.84,0.046,17.72,19.81,19.86,27.7,23.7,2.73,83.22,24.23,4.43,424.75
2022-09-15,afternoon,5.72,8.45,10.64,1.5,0.39,0.41,0.021,1.48,0.022,16.82,15.93,18.55,28.61,19.71,2.93,76.56,24.53,2.84,345.3
2022-09-15,evening,5.75,6.75,13.62,1.0,0.26,0.37,0.016,1.92,0.028,15.72,19.53,18.65,16.73,19.15,2.63,71.03,24.78,4.57,477.06
2022-09-16,morning,6.84,6.52,35.52,0.79,0.31,0.82,0.042,0.86,0.029,15.68,19.52,15.56,23.03,18.02,2.93,70.64,27.65,3.66,438.92
2022-09-16,afternoon,6.69,5.73,17.68,0.95,0.41,0.63,0.018,0.74,0.081,18.71,16.61,18.95,19.26,28.6,2.99,66.01,22.4,3.51,428.64
2022-09-16,evening,6.89,7.0,49.38,1.68,0.2,0.31,0.038,1.05,0.082,18.89,16.17,16.14,26.67,22.66,2.9,74.3,34.7,3.89,333.43
2022-09-17,morning,6.23,7.61,19.28,1.19,0.29,0.93,0.019,1.38,0.028,19.2,18.59,19.61,17.39,20.59,2.48,70.57,25.93,2.56,319.15
2022-09-17,afternoon,6.35,4.79,30.5,1.48,0.48,0.58,0.026,0.53,0.045,15.22,15.03,15.98,23.51,27.19,2.15,82.44,22.08,4.38,323.21
2022-09-17,evening,6.72,6.01,35.07,1.26,0.4,0.42,0.021,1.69,0.074,16.53,15.82,17.46,22.2,22.72,2.87,78.85,31.85,3.99,376.9
2022-09-18,morning,5.93,7.63,45.76,0.55,0.38,0.42,0.03,0.45,0.053,16.7,18.01,18.53,17.07,21.23,2.68,60.28,30.61,3.81,350.66
2022-09-18,afternoon,6.77,9.11,19.01,1.71,0.44,0.55,0.022,1.89,0.067,15.35,16.54,17.1,25.03,27.57,2.79,78.08,33.98,4.15,409.83
2022-09-18,evening,6.09,4.49,14.35,1.17,0.48,0.8,0.025,1.31,0.096,18.29,15.16,18.58,21.35,17.01,2.83,82.8,28.11,3.55,364.09
2022-09-19,morning,6.2,5.07,25.37,1.6,0.26,0.56,0.026,1.16,0.01,15.69,15.43,17.08,29.85,28.96,2.66,76.35,34.44,4.3,313.82
2022-09-19,afternoon,6.33,5.79,21.94,0.97,0.29,0.42,0.015,1.35,0.055,15.33,17.67,18.71,23.54,28.22,2.4,71.54,21.23,4.32,442.54
2022-09-19,evening,6.95,4.59,28.36,0.82,0.47,0.96,0.016,0.72,0.032,19.14,15.3,18.89,17.21,28.76,2.7,72.67,21.07,2.58,376.59
2022-09-20,morning,6.02,6.98,41.91,1.89,0.26,0.68,0.038,1.27,0.069,15.84,17.21,19.4,22.5,25.14,2.66,67.41,28.76,4.01,422.14
2022-09-20,afternoon,6.8,6.24,44.1,0.7,0.28,0.61,0.014,0.44,0.029,15.49,18.12,15.2,18.38,15.27,2.04,76.38,25.71,2.83,311.69
2022-09-20,evening,5.57,8.73,49.55,1.14,0.47,0.71,0.041,0.29,0.088,15.42,17.2,16.46,21.81,18.91,2.23,84.79,23.47,3.17,435.12
2022-09-21,morning,6.75,8.35,35.12,1.56,0.49,0.61,0.039,1.53,0.079,18.05,15.43,19.63,16.28,19.48,2.3,68.21,33.31,2.99,444.65
2022-09-21,afternoon,6.46,9.79,10.24,1.89,0.24,0.44,0.04,0.48,0.06,19.12,19.12,16.45,17.08,29.8,2.31,61.62,28.81,3.35,349.94
2022-09-21,evening,6.28,8.95,10.0,1.58,0.32,0.5,0.017,1.82,0.044,19.01,17.62,19.32,18.95,22.04,2.67,74.08,30.26,3.17,308.3
2022-09-22,morning,5.93,4.05,28.1,1.88,0.31,0.46,0.01,0.67,0.053,15.86,15.01,15.41,18.41,21.02,2.27,81.49,22.67,3.03,406.63
2022-09-22,afternoon,6.88,4.41,15.77,1.46,0.33,0.73,0.023,0.88,0.025,17.15,15.57,19.54,22.32,25.14,2.84,83.86,30.95,3.89,456.6
2022-09-22,evening,6.64,4.79,38.17,1.95,0.37,0.42,0.028,1.97,0.025,19.67,16.04,18.4,23.11,22.53,2.93,72.15,22.77,4.98,469.7
2022-09-23,morning,6.34,8.18,37.25,0.77,0.43,0.54,0.015,1.63,0.023,18.61,18.34,19.46,21.92,15.63,2.01,81.27,28.21,3.59,454.03
2022-09-23,afternoon,6.11,9.45,32.32,1.16,0.34,0.99,0.036,1.5,0.047,16.27,15.97,19.82,29.75,28.02,2.99,83.33,29.92,3.55,390.75
2022-09-23,evening,5.93,4.72,13.62,1.74,0.5,0.97,0.042,0.46,0.073,16.8,16.97,16.48,17.56,17.05,2.58,84.56,26.52,3.09,319.97
2022-09-24,morning,6.28,7.95,33.23,0.56,0.43,0.42,0.039,1.17,0.077,16.28,15.3,19.88,16.81,28.04,2.48,79.24,32.1,3.46,497.01
2022-09-24,afternoon,5.97,6.94,21.35,1.02,0.23,0.5,0.034,0.91,0.082,17.34,16.24,17.03,17.7,25.34,2.85,69.99,30.92,4.25,393.83
2022-09-24,evening,6.26,9.62,26.11,0.99,0.45,0.87,0.024,1.38,0.029,18.78,18.18,16.19,20.89,21.99,2.24,69.13,29.0,3.2,454.21
2022-09-25,morning,6.32,7.91,10.72,1.74,0.2,0.76,0.04,1.56,0.09,19.4,17.57,18.22,17.85,29.12,2.98,78.49,22.05,3.7,334.6
2022-09-25,afternoon,5.77,9.83,15.32,1.93,0.36,0.5,0.044,0.39,0.084,15.43,15.25,19.05,24.28,19.11,2.63,64.44,30.2,2.66,327.49
2022-09-25,evening,6.05,4.98,21.85,1.44,0.36,0.45,0.037,1.18,0.088,15.63,16.92,19.86,15.44,19.6,2.67,63.52,34.23,3.71,373.57
2022-09-26,morning,6.34,4.86,13.9,0.83,0.34,0.97,0.033,0.41,0.085,16.47,17.27,15.01,15.16,26.6,2.76,74.77,32.79,2.67,380.48
2022-09-26,afternoon,6.34,6.53,40.18,1.98,0.42,0.55,0.012,1.56,0.044,19.82,15.56,17.82,29.12,29.17,2.56,69.31,20.17,4.75,454.16
2022-09-26,evening,6.12,9.18,12.73,1.18,0.49,0.75,0.031,0.8,0.022,15.57,16.13,17.31,20.39,27.05,2.54,75.45,29.62,3.17,420.85
2022-09-27,morning,6.06,6.99,45.68,1.45,0.45,0.85,0.028,1.13,0.095,16.17,16.15,16.2,20.61,28.51,2.85,61.52,30.15,3.96,425.29
2022-09-27,afternoon,6.62,9.09,30.42,1.35,0.27,0.7,0.03,1.12,0.049,18.08,15.73,17.65,17.2,26.78,2.44,77.34,23.12,3.93,429.23
2022-09-27,evening,6.93,8.85,23.99,1.85,0.24,0.66,0.029,0.5,0.068,15.12,15.25,16.05,21.89,17.22,2.85,66.42,23.18,3.3,381.57
2022-09-28,morning,6.01,6.94,47.68,0.7,0.41,0.93,0.024,1.74,0.02,18.8,16.13,19.04,15.38,26.72,2.01,79.56,20.55,4.24,379.39
2022-09-28,afternoon,5.93,9.14,42.52,1.18,0.23,0.69,0.034,1.27,0.089,16.5,17.0,19.4,18.11,26.33,2.37,66.64,28.76,4.49,396.15
2022-09-28,evening,6.66,6.28,29.93,0.72,0.34,0.66,0.028,1.51,0.059,19.25,16.39,17.1,18.21,18.73,2.82,67.54,33.78,3.46,476.05
2022-09-29,morning,6.27,8.67,47.68,1.22,0.35,0.68,0.035,1.2,0.086,17.62,17.8,17.54,19.21,23.31,2.7,84.33,26.28,3.41,340.39
2022-09-29,afternoon,6.73,4.65,21.04,0.99,0.39,0.36,0.029,0.92,0.048,18.51,16.82,19.69,24.3,28.55,2.94,82.17,31.25,3.08,413.38
2022-09-29,evening,6.09,7.28,42.45,1.17,0.37,0.89,0.027,0.41,0.082,15.79,17.07,18.67,24.18,24.76,2.91,73.98,25.08,4.8,313.45
2022-09-30,morning,6.55,5.6,39.23,1.78,0.22,0.49,0.021,1.52,0.06,19.31,16.95,16.01,20.62,22.08,2.57,79.4,20.24,3.47,453.81
2022-09-30,afternoon,6.1,6.01,37.22,0.54,0.47,0.7,0.044,1.82,0.063,18.44,15.12,17.13,21.82,16.71,2.86,69.22,31.09,2.65,338.22
2022-09-30,evening,6.78,5.59,30.29,1.39,0.49,0.6,0.02,1.6,0.058,16.76,18.64,17.25,17.62,16.4,2.24,75.89,30.01,2.67,382.45
2022-10-01,morning,6.85,7.55,49.67,1.46,0.39,0.74,0.043,1.21,0.086,16.49,17.51,19.41,18.11,15.19,2.99,80.28,28.52,3.01,377.59
2022-10-01,afternoon,6.26,4.21,17.4,1.77,0.25,0.62,0.025,1.2,0.067,16.84,18.24,18.04,28.35,15.1,2.43,72.83,24.33,4.85,496.19
2022-10-01,evening,5.88,9.13,17.2,0.69,0.39,0.85,0.033,1.38,0.052,18.75,19.6,18.72,24.03,18.92,2.83,75.56,34.08,2.65,473.69
2022-10-02,morning,6.59,6.47,41.42,1.16,0.46,0.62,0.029,1.37,0.078,16.79,16.7,19.26,19.03,26.06,2.66,65.97,25.17,3.55,432.34
2022-10-02,afternoon,6.67,5.69,30.11,1.09,0.33,0.7,0.032,1.36,0.049,15.42,17.91,19.28,29.66,19.94,2.81,83.17,22.81,2.86,326.5
2022-10-02,evening,6.36,4.75,16.53,1.71,0.38,0.82,0.016,0.85,0.041,16.81,15.85,19.63,27.88,19.0,2.99,71.67,26.01,3.64,404.83
2022-10-03,morning,5.69,7.01,40.92,1.81,0.34,0.89,0.029,0.32,0.056,17.0,18.82,16.08,29.05,18.46,2.59,67.22,21.94,4.09,339.79
2022-10-03,afternoon,6.28,9.79,33.59,1.39,0.3,0.32,0.026,1.46,0.043,19.34,15.96,15.98,23.88,29.32,2.26,64.34,29.15,3.15,385.94
2022-10-03,evening,6.3,8.64,47.74,1.01,0.22,0.66,0.044,1.7,0.079,19.31,19.27,16.52,26.3,28.66,2.21,64.08,29.0,4.34,300.25
2022-10-04,morning,6.14,7.27,12.4,1.45,0.34,0.67,0.035,1.45,0.066,19.14,16.54,18.2,21.01,26.18,2.37,70.46,23.56,3.72,306.37
2022-10-04,afternoon,6.64,4.66,21.27,0.68,0.45,0.74,0.031,0.57,0.015,16.52,17.24,18.74,29.2,18.79,2.15,76.33,31.87,2.6,476.94
2022-10-04,evening,5.86,8.33,30.91,0.79,0.28,0.89,0.033,1.92,0.064,19.43,16.18,16.2,23.36,22.95,2.55,73.56,23.44,4.08,321.71
2022-10-05,morning,6.67,9.09,43.83,1.06,0.36,0.73,0.04,0.48,0.06,17.91,17.82,15.58,25.76,17.56,2.88,82.24,29.85,2.72,388.83
2022-10-05,afternoon,6.2,8.0,14.01,1.92,0.39,0.37,0.023,0.49,0.026,19.47,16.23,15.85,18.4,29.58,2.21,62.7,28.73,4.73,422.89
2022-10-05,evening,6.58,5.26,42.21,1.81,0.29,0.49,0.014,1.87,0.044,18.91,15.72,18.55,29.67,17.75,2.97,66.72,25.76,3.55,405.7
2022-10-06,morning,6.36,4.44,31.07,1.59,0.42,0.42,0.033,0.55,0.086,18.38,17.75,19.81,29.84,16.28,2.78,70.4,33.68,4.99,488.28
2022-10-06,afternoon,6.18,7.32,22.6,1.89,0.5,0.99,0.038,1.92,0.09,19.4,18.51,18.42,15.87,17.16,2.54,61.16,27.13,4.81,368.36
2022-10-06,evening,5.88,6.12,31.3,1.3,0.23,0.58,0.026,0.79,0.085,19.92,15.92,18.28,29.39,29.39,2.26,65.33,22.67,2.64,454.73
2022-10-07,morning,6.31,9.94,40.05,1.75,0.5,0.68,0.02,1.54,0.041,16.23,18.04,16.63,27.64,18.32,2.53,82.45,24.24,2.89,316.31
2022-10-07,afternoon,6.41,7.29,34.64,1.9,0.47,0.5,0.03,0.46,0.07,15.18,15.02,15.43,17.3,26.01,2.09,64.69,22.85,3.34,403.71
2022-10-07,evening,6.3,7.35,43.72,1.7,0.3,0.78,0.035,0.62,0.053,16.68,19.85,19.5,16.55,17.68,2.3,73.96,32.2,3.17,458.51
2022-10-08,morning,6.32,6.69,40.18,0.57,0.4,0.7,0.027,0.63,0.071,15.04,15.75,17.46,20.1,23.13,2.78,63.97,32.46,4.52,406.8
2022-10-08,afternoon,6.56,9.48,22.11,1.71,0.21,0.74,0.017,1.53,0.05,16.12,18.94,19.97,18.43,28.1,2.6,73.71,25.34,3.27,361.89
2022-10-08,evening,5.88,5.97,32.98,1.53,0.28,0.89,0.015,1.93,0.09,17.47,16.42,15.33,21.33,18.21,2.22,77.09,26.68,4.41,396.54
2022-10-09,morning,6.32,6.46,17.49,1.03,0.39,0.41,0.038,1.54,0.042,18.32,17.53,18.56,26.25,25.19,2.32,64.69,34.97,3.39,387.8
2022-10-09,afternoon,6.79,4.26,15.25,1.87,0.25,0.93,0.022,1.32,0.037,18.91,17.13,15.12,18.54,28.1,2.31,63.14,26.91,4.65,395.27
2022-10-09,evening,6.62,4.08,36.5,0.97,0.42,0.4,0.039,1.92,0.029,15.26,19.02,18.13,26.36,16.07,2.41,75.95,32.17,4.96,393.4
2022-10-10,morning,6.92,6.72,40.14,0.65,0.25,0.37,0.033,1.8,0.039,17.91,16.23,15.24,17.06,22.77,2.15,74.33,23.22,4.2,389.27
2022-10-10,afternoon,6.25,4.0,34.2,1.77,0.24,0.47,0.047,0.48,0.055,15.28,15.96,18.58,25.91,25.81,2.93,81.24,23.42,4.92,302.59
2022-10-10,evening,6.78,6.11,45.4,1.13,0.47,0.79,0.038,1.78,0.077,18.49,15.02,15.81,23.84,21.61,2.1,70.07,29.41,2.72,430.78
2022-10-11,morning,6.24,7.47,42.74,0.64,0.28,0.86,0.019,0.39,0.093,18.27,16.82,16.43,26.66,16.52,2.34,83.93,26.78,4.51,311.73
2022-10-11,afternoon,6.14,4.99,26.76,1.92,0.36,0.52,0.036,1.17,0.042,19.47,19.53,15.19,19.68,23.72,2.09,71.69,27.97,4.72,434.87
2022-10-11,evening,5.94,9.75,24.9,1.57,0.24,0.75,0.042,0.9,0.026,19.22,19.49,18.73,17.41,26.55,2.58,82.07,25.95,3.85,486.06
2022-10-12,morning,5.56,4.98,39.01,1.79,0.27,0.64,0.03,1.15,0.08,16.02,19.1,19.18,27.62,15.56,2.25,74.05,21.78,3.6,323.42
2022-10-12,afternoon,5.69,7.34,31.1,1.19,0.28,0.74,0.02,1.69,0.047,19.78,19.81,15.41,24.56,18.34,2.3,61.13,23.24,4.9,490.66
2022-10-12,evening,6.03,7.67,19.65,0.57,0.23,0.34,0.032,1.99,0.017,19.54,17.18,17.32,17.71,26.82,2.19,79.48,24.51,3.38,452.68
2022-10-13,morning,5.7,5.23,34.22,1.86,0.21,0.76,0.011,0.9,0.072,18.73,18.62,15.77,24.26,26.64,2.19,72.35,28.12,4.05,320.39
2022-10-13,afternoon,5.71,8.39,38.17,1.16,0.37,0.51,0.016,1.24,0.056,16.47,15.79,15.48,23.27,22.44,2.08,75.76,30.02,4.94,389.19
2022-10-13,evening,5.79,5.58,16.24,0.53,0.49,0.44,0.05,0.58,0.013,18.64,19.01,18.05,18.93,22.58,2.71,79.81,24.65,3.81,458.15
2022-10-14,morning,6.15,8.59,15.92,0.96,0.4,0.92,0.031,1.33,0.052,17.98,15.99,16.23,19.72,24.01,2.74,72.77,29.46,4.16,444.16
2022-10-14,afternoon,5.93,6.64,45.2,1.04,0.32,0.34,0.033,1.78,0.04,16.37,18.25,16.29,24.03,29.31,2.01,75.03,20.75,4.49,386.32
2022-10-14,evening,6.07,8.22,19.49,1.35,0.2,0.5,0.022,0.82,0.034,17.22,15.97,18.13,27.34,27.32,2.78,73.57,32.2,4.14,376.79
2022-10-15,morning,6.13,6.6,21.09,1.6,0.34,0.52,0.022,0.53,0.01,16.34,16.65,19.57,22.85,22.95,2.59,64.94,32.08,3.61,434.45
2022-10-15,afternoon,6.11,6.8,34.37,1.17,0.3,0.55,0.036,0.33,0.043,18.8,15.92,17.74,22.36,22.6,2.46,73.53,25.86,3.91,459.09
2022-10-15,evening,5.55,5.03,14.72,1.6,0.25,0.81,0.033,0.77,0.045,18.44,18.84,18.16,18.15,22.14,2.06,61.13,33.35,4.02,353.51
2022-10-16,morning,5.63,5.82,11.81,1.12,0.28,0.87,0.03,0.48,0.057,15.03,16.28,15.36,17.48,28.35,2.55,64.08,29.61,4.3,382.65
2022-10-16,afternoon,5.5,6.05,36.3,1.51,0.26,0.63,0.047,0.49,0.034,17.34,16.14,16.47,29.65,16.08,2.37,66.95,20.27,2.84,416.77
2022-10-16,evening,5.55,6.93,17.57,0.86,0.47,0.66,0.022,0.59,0.088,18.55,17.02,17.01,20.12,15.86,2.99,78.29,20.89,3.94,466.01
2022-10-17,morning,6.58,8.17,48.82,0.97,0.5,0.55,0.042,0.44,0.025,19.94,15.24,15.58,17.45,22.26,2.81,72.3,34.47,3.56,481.27
2022-10-17,afternoon,6.24,5.06,37.84,1.76,0.34,0.46,0.022,1.95,0.063,18.52,17.49,16.74,24.47,26.71,2.1,61.41,23.04,4.79,443.14
2022-10-17,evening,6.8,5.08,14.03,0.6,0.39,0.92,0.018,0.46,0.037,19.14,16.05,15.2,23.95,21.33,2.34,73.75,23.39,4.05,366.63
2022-10-18,morning,6.02,5.69,10.04,0.96,0.35,0.45,0.024,1.07,0.044,17.3,17.71,16.93,17.04,19.41,2.63,67.55,30.09,4.53,356.73
2022-10-18,afternoon,6.75,4.08,10.75,0.66,0.28,0.91,0.035,0.38,0.021,15.33,17.45,18.04,17.33,23.68,2.05,68.08,22.0,4.19,331.78
2022-10-18,evening,6.08,7.37,32.84,0.82,0.33,0.72,0.048,1.57,0.061,18.53,16.3,19.37,17.43,26.58,2.96,78.67,22.48,4.48,367.19
2022-10-19,morning,6.17,4.98,31.71,1.89,0.46,0.39,0.043,1.85,0.033,19.21,15.12,18.89,23.18,22.89,2.67,75.77,30.54,2.62,314.9
2022-10-19,afternoon,6.76,7.67,24.5,0.89,0.43,0.86,0.044,1.35,0.087,15.18,17.51,17.46,23.51,19.01,2.62,68.9,25.62,4.04,301.18
2022-10-19,evening,6.39,7.73,40.69,1.44,0.3,0.45,0.046,1.76,0.058,19.48,16.04,16.15,23.64,15.06,2.67,70.53,32.63,4.35,452.85
2022-10-20,morning,6.54,7.84,15.45,1.12,0.49,0.85,0.044,1.63,0.052,15.18,15.93,16.09,26.97,18.4,2.02,74.85,26.94,4.7,498.46
2022-10-20,afternoon,6.88,7.29,41.88,1.47,0.43,0.79,0.014,0.96,0.02,15.59,15.45,18.92,22.45,18.86,2.91,68.31,22.47,3.85,377.0
2022-10-20,evening,6.19,6.38,15.69,1.67,0.39,0.81,0.048,1.51,0.034,19.81,18.18,19.48,17.74,20.63,2.11,77.78,29.47,4.41,389.89
2022-10-21,morning,6.39,5.2,42.26,0.88,0.37,0.36,0.018,1.58,0.068,19.24,18.73,17.12,16.1,29.55,2.35,69.77,32.7,4.53,458.2
2022-10-21,afternoon,5.66,5.6,12.86,1.42,0.44,0.61,0.034,0.53,0.02,19.15,19.24,19.58,18.02,15.34,2.9,79.91,33.8,2.69,321.68
2022-10-21,evening,5.54,9.42,42.95,1.74,0.27,0.76,0.014,1.55,0.069,19.14,17.8,15.28,27.51,24.01,2.63,79.19,27.71,4.0,306.74
