Date,TimeOfDay,LAT,LON,TS,T2M,RH2M,WS2M,T2MDEW,GWETTOP,CLOUD_AMT,PRECTOTCORR,Crop_Stage,Rice_Crop_Variety,Season,Duration,Day_of_Leaf_Development,Boron,Soil_ph,Phosphorus,Potassium,Molybdenum,Iron,Sodium,Chlorine,Nickel,Nitrogen,Magnesium,Calcium,Sulphur,Zinc,Copper,Manganese,Soil_Sensitivity_Highly,Soil_Sensitivity_Moderate,Soil_Sensitivity_Insensitive,Leaf_Production_High_Sensitivity_Short,Leaf_Production_High_Sensitivity_Long,Leaf_Production_Low_Sensitivity_Short,Leaf_Production_Low_Sensitivity_Long,Leaf_Initiation_Plastochron,Leaf_Elongation,Leaf_Expansion,Plastochron_Interval,Leaf_Length,Leaf_Width,Leaf_Count,Leaf_Sheath_Length,Lower_Leaf_Length,Lower_Leaf_Width,Middle_Leaf_Length,Middle_Leaf_Width,Flag_Leaf_Length,Flag_Leaf_Width,Vegetative_Duration_Short,Vegetative_Duration_Long,Fungal_Diseases,Protective_Fungicides,Systemic_Fungicides,Curative_Fungicides,Plant_Hormones,Lower_Leaves_Area,Middle_Leaves_Area,Flag_Leaf_Top_Area,Senescence_Initiation,Senescence_Middle_Phase,Senescence_Full_Phase,Light_Intensity_Low,Light_Intensity_Moderate,Light_Intensity_High,Flood_Depth_Ideal,Flood_Depth_Acceptable,Flood_Depth_Excessive,Humidity_Low,Humidity_Moderate,Humidity_High,Humidity_Very_High,Water,Temperature,Radiation,Yield
2021-09-05,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,92,11,0.48,6.85,2.37,17.38,0.019,5.1,15.65,1.19,0.077,19.69,20,19.99,17.72,0.85,0.47,41.28,13,15,17,12,16,17,16,3,1.0,31,5,38,1.45,18,54,22,0.87,42,1.0,22,0.97,80,106,Brown Spot (Bipolaris oryzae),Chlorothalonil,Azoxystrobin,Hexaconazole,Cytokinins,36,51,64,62,70,101,2,14,15,8,14,17,45,55,75,93,4.37,29.66,323.16,34.41
2021-09-06,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,126,12,0.39,5.76,2.97,16.55,0.048,9.32,16.77,0.73,0.098,15.13,46,24.82,21.74,1.55,0.3,16.55,12,14,18,14,16,18,18,4,1.43,38,3,39,1.24,13,60,19,0.99,45,1.45,30,0.87,63,90,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Pyraclostrobin,Triadimefon,Auxins,34,45,51,68,81,92,0,14,16,10,13,19,18,66,87,105,3.13,34.69,347.61,22.0
2021-09-06,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,99,12,0.46,5.86,2.39,19.32,0.048,5.0,16.1,1.77,0.067,17.1,57,24.73,22.72,0.86,0.38,15.81,14,15,18,13,14,18,16,4,1.37,50,5,43,1.03,12,54,20,0.89,41,1.05,23,0.84,63,120,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Propiconazole,Hexaconazole,Gibberellins,35,52,52,52,90,98,2,13,14,5,12,15,37,60,81,113,4.02,23.23,308.44,82.88
2021-09-06,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,93,12,0.83,5.73,2.58,18.16,0.043,8.98,16.44,0.81,0.028,15.7,20,28.5,24.96,1.76,0.36,27.82,12,16,17,13,14,16,17,5,1.45,28,5,21,1.28,15,63,19,1.08,38,1.25,25,0.96,62,93,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Pyraclostrobin,Triadimefon,Cytokinins,36,54,54,66,82,115,2,13,15,6,10,17,35,61,83,115,2.97,28.73,454.37,10.23
2021-09-07,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,114,13,0.54,6.17,2.51,19.15,0.042,5.39,17.75,0.71,0.092,18.72,35,16.01,29.51,0.91,0.28,39.24,12,16,18,13,16,17,16,4,1.47,50,5,24,1.09,14,68,16,1.06,43,1.29,29,0.87,67,123,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Tebuconazole,Hexaconazole,Brassinosteroids,37,43,67,59,86,118,0,14,16,6,12,20,22,56,73,115,4.89,29.49,477.17,95.63
2021-09-07,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,107,13,0.33,6.42,2.64,17.86,0.035,8.3,15.93,1.91,0.085,19.57,49,22.67,21.4,0.85,0.49,23.5,14,15,16,13,14,17,16,5,1.35,28,4,38,1.08,16,55,25,0.91,50,1.32,30,0.86,76,124,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Pyraclostrobin,Hexaconazole,Gibberellins,40,58,65,54,78,99,0,12,14,10,11,16,1,68,74,90,2.82,23.33,470.61,6.55
2021-09-07,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,111,13,0.57,6.65,2.13,19.16,0.017,8.07,19.62,1.26,0.036,15.61,52,28.09,19.71,1.54,0.46,33.61,12,15,18,14,14,18,18,4,1.49,43,5,40,1.29,13,64,22,0.83,50,1.25,23,0.92,87,94,Leaf Smut (Entyloma oryzae),Chlorothalonil,Propiconazole,Hexaconazole,Brassinosteroids,31,40,57,60,88,114,0,14,15,9,14,19,12,58,79,95,4.49,21.26,488.51,83.73
2021-09-08,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,101,14,0.59,6.4,2.8,17.74,0.02,8.72,15.48,1.26,0.048,17.16,41,28.86,16.13,0.84,0.48,40.65,14,14,17,13,15,16,17,4,1.48,36,4,44,1.33,15,50,19,0.94,46,1.25,22,0.85,62,113,Leaf Smut (Entyloma oryzae),Chlorothalonil,Propiconazole,Triadimefon,Brassinosteroids,34,47,67,69,87,100,1,14,15,7,10,20,41,70,81,118,3.63,31.05,463.83,46.94
2021-09-08,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,138,14,0.38,6.77,2.03,16.94,0.037,9.57,16.12,0.8,0.011,15.55,41,17.33,24.82,1.05,0.42,41.01,12,16,16,14,14,17,16,4,1.18,43,5,21,1.14,18,69,25,1.15,47,1.36,22,0.98,71,119,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Propiconazole,Triadimefon,Gibberellins,31,46,68,70,80,108,1,12,16,6,14,15,45,54,81,114,4.91,32.18,339.77,98.44
2021-09-08,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,91,14,0.41,6.19,2.68,20.0,0.021,6.35,18.26,1.23,0.074,18.96,48,17.89,20.01,1.46,0.44,27.01,13,16,18,14,15,17,17,5,1.46,25,5,33,1.07,13,66,22,1.11,35,1.25,20,0.88,84,96,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Pyraclostrobin,Triadimefon,Cytokinins,33,57,68,52,89,115,0,14,16,8,10,17,4,64,83,96,4.28,24.74,499.42,40.86
2021-09-09,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,140,15,0.84,6.93,2.42,16.22,0.032,5.51,18.78,1.24,0.098,16.3,47,29.68,25.6,1.0,0.33,40.9,14,15,17,14,15,18,18,5,1.48,46,5,49,1.49,18,64,15,1.07,35,1.17,24,0.93,60,129,Brown Spot (Bipolaris oryzae),Mancozeb,Tebuconazole,Hexaconazole,Brassinosteroids,37,60,58,64,78,109,0,12,16,7,11,19,30,58,84,119,4.17,30.46,390.84,2.3
2021-09-09,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,106,15,0.64,6.02,2.33,17.31,0.043,8.76,17.69,0.21,0.06,19.69,41,28.52,19.9,1.58,0.28,14.14,12,15,16,12,15,16,17,5,1.23,21,4,40,1.22,17,57,18,1.14,32,1.09,21,0.99,68,123,Leaf Smut (Entyloma oryzae),Mancozeb,Tebuconazole,Hexaconazole,Brassinosteroids,38,52,65,67,90,109,1,13,16,8,11,19,41,59,83,99,3.64,34.47,335.48,95.85
2021-09-09,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,128,15,0.41,6.62,2.43,18.66,0.039,6.05,18.55,0.76,0.096,19.79,48,24.98,19.15,1.8,0.25,39.73,12,16,16,14,14,16,17,3,1.18,39,5,27,1.34,15,50,21,0.98,40,1.31,28,0.92,78,102,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Tebuconazole,Hexaconazole,Gibberellins,36,52,67,54,75,115,0,13,15,8,14,17,42,53,71,108,3.37,26.03,338.58,29.3
2021-09-10,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,128,16,0.42,5.58,2.16,16.41,0.037,9.43,16.61,1.35,0.063,17.36,46,28.73,20.95,0.62,0.29,14.14,12,16,16,12,15,16,16,4,1.29,27,5,22,1.07,18,55,21,1.19,46,1.43,30,0.82,81,94,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Propiconazole,Hexaconazole,Cytokinins,34,53,58,65,88,98,2,14,16,8,10,19,11,63,80,105,3.18,26.12,349.27,74.99
2021-09-10,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,127,16,0.5,6.71,2.82,19.1,0.018,4.28,18.09,0.93,0.078,18.4,44,19.88,19.85,1.36,0.21,11.92,12,15,17,13,14,18,17,3,1.29,21,3,31,1.43,17,57,21,1.16,42,1.28,25,1.0,62,120,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Tebuconazole,Triadimefon,Brassinosteroids,30,40,66,55,84,115,0,12,16,10,15,16,44,64,87,120,4.76,34.83,422.98,31.45
2021-09-10,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,131,16,0.85,6.79,2.06,18.71,0.03,7.31,16.59,0.73,0.043,19.86,20,17.49,21.12,1.8,0.3,25.27,14,15,16,12,15,18,16,5,1.27,30,5,29,1.08,14,60,21,0.81,44,1.34,26,0.83,73,113,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Propiconazole,Hexaconazole,Gibberellins,38,54,63,58,86,104,2,13,15,7,12,16,1,50,78,101,3.32,22.02,461.41,96.46
2021-09-11,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,135,17,0.48,6.9,2.84,19.11,0.035,6.88,15.57,1.8,0.085,18.95,59,16.99,27.72,1.22,0.24,44.18,13,16,17,14,14,17,16,4,1.13,27,4,37,1.34,13,50,20,1.05,44,1.21,29,0.88,76,118,Brown Spot (Bipolaris oryzae),Mancozeb,Pyraclostrobin,Hexaconazole,Cytokinins,40,54,62,66,77,108,2,13,14,8,15,18,46,55,79,112,4.71,21.06,303.17,44.12
2021-09-11,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,107,17,0.39,6.11,2.15,17.03,0.05,8.07,16.48,1.73,0.084,19.15,33,27.58,28.14,1.77,0.49,15.17,14,14,17,14,16,18,16,4,1.14,35,4,21,1.31,17,59,24,1.13,50,1.47,27,0.91,72,111,Sheath Blight (Rhizoctonia solani),Mancozeb,Azoxystrobin,Hexaconazole,Gibberellins,39,50,66,57,89,117,0,12,14,6,11,16,19,61,79,90,3.89,25.5,338.05,66.78
2021-09-11,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,92,17,0.79,5.53,2.95,15.79,0.026,7.27,15.52,1.13,0.064,16.64,20,24.18,25.78,0.98,0.24,43.13,14,14,16,12,16,17,17,5,1.13,27,4,43,1.05,17,58,20,1.0,50,1.41,21,0.99,79,96,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Propiconazole,Triadimefon,Brassinosteroids,30,53,64,56,83,107,2,12,15,5,12,18,43,58,90,118,4.43,31.02,470.15,76.76
2021-09-12,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,125,18,0.45,6.12,2.48,18.71,0.043,4.7,16.55,1.35,0.072,15.44,25,24.94,24.2,1.04,0.42,33.28,14,15,18,14,16,17,17,3,1.31,27,5,38,1.2,14,54,19,0.85,35,1.07,27,0.98,67,129,Leaf Smut (Entyloma oryzae),Mancozeb,Pyraclostrobin,Hexaconazole,Gibberellins,31,42,53,64,73,93,2,13,15,10,12,15,27,63,88,113,4.17,22.48,499.85,14.95
2021-09-12,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,99,18,0.65,6.74,2.9,17.73,0.018,8.98,16.55,1.48,0.055,18.32,42,25.41,16.64,1.52,0.29,39.97,14,15,16,12,14,17,16,5,1.43,50,5,31,1.06,17,68,21,0.94,39,1.24,27,0.84,78,108,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Pyraclostrobin,Triadimefon,Gibberellins,30,50,55,51,70,104,1,13,16,9,10,18,42,62,82,109,4.03,25.6,445.95,32.64
2021-09-12,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,98,18,0.97,5.83,2.28,16.14,0.018,8.63,15.83,0.86,0.031,15.84,40,25.35,25.81,1.77,0.31,17.11,13,14,16,14,14,17,18,4,1.3,47,3,47,1.03,16,53,20,0.83,41,1.09,28,0.84,73,117,Sheath Blight (Rhizoctonia solani),Mancozeb,Azoxystrobin,Hexaconazole,Gibberellins,33,53,67,56,79,111,0,14,14,8,15,20,32,58,74,118,2.56,33.17,369.4,80.69
2021-09-13,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,94,19,0.76,6.43,2.33,16.9,0.019,4.78,19.25,1.06,0.033,18.38,33,21.5,26.14,1.7,0.22,33.81,12,15,18,14,16,18,18,3,1.46,36,3,42,1.15,13,59,24,1.15,33,1.08,20,0.9,78,110,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Tebuconazole,Hexaconazole,Cytokinins,33,54,65,52,74,99,1,14,15,7,12,17,23,64,79,94,4.01,32.25,478.24,16.48
2021-09-13,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,137,19,0.94,6.33,2.33,18.86,0.044,6.32,19.44,1.37,0.086,17.62,31,16.8,19.59,1.86,0.48,21.73,13,15,16,12,16,18,18,4,1.43,47,4,25,1.11,18,53,16,1.0,39,1.19,27,0.92,67,123,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Azoxystrobin,Hexaconazole,Gibberellins,37,45,60,62,74,93,2,14,14,7,10,16,37,53,90,107,4.21,31.1,468.03,93.36
2021-09-13,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,111,19,0.92,6.61,2.65,19.55,0.016,9.59,19.22,0.93,0.025,15.93,36,19.4,17.75,1.59,0.32,41.97,13,14,17,14,16,18,17,3,1.2,47,5,35,1.38,16,66,22,0.96,42,1.12,30,0.95,60,128,Sheath Blight (Rhizoctonia solani),Mancozeb,Tebuconazole,Hexaconazole,Gibberellins,35,46,62,69,71,112,0,13,14,5,12,19,11,61,88,112,3.87,23.45,379.95,66.54
2021-09-14,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,91,20,0.76,6.31,2.71,19.69,0.042,6.28,16.02,0.67,0.063,16.99,33,27.07,28.44,0.77,0.36,27.06,12,14,17,13,16,16,17,5,1.49,23,3,40,1.44,14,51,21,1.01,42,1.23,29,0.82,83,92,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Azoxystrobin,Triadimefon,Auxins,30,40,54,64,81,113,2,13,15,5,13,16,17,65,82,117,2.73,28.91,450.4,52.78
2021-09-14,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,136,20,0.77,5.61,2.71,17.23,0.013,6.0,15.68,0.23,0.088,19.56,41,28.4,22.59,1.2,0.41,47.97,14,14,16,12,16,18,18,3,1.48,34,5,46,1.11,14,69,15,1.0,40,1.2,29,0.97,85,99,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Tebuconazole,Triadimefon,Cytokinins,37,46,52,69,87,92,0,12,14,9,15,18,29,68,74,97,3.12,34.11,373.33,70.09
2021-09-14,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,107,20,0.77,6.19,2.64,15.67,0.023,8.66,19.33,1.72,0.055,18.97,29,27.29,27.8,1.26,0.21,32.08,14,15,16,14,14,17,16,3,1.06,22,5,39,1.46,14,53,17,0.95,40,1.46,23,0.89,85,103,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Propiconazole,Triadimefon,Gibberellins,37,59,60,58,79,111,2,14,14,9,13,19,38,58,83,96,4.77,27.59,496.43,65.41
2021-09-15,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,113,10,0.41,6.57,2.25,17.86,0.02,5.24,16.46,1.53,0.086,15.18,43,18.9,18.97,1.02,0.29,25.1,13,14,17,13,16,16,16,5,1.28,48,5,27,1.23,12,64,22,0.94,46,1.03,22,0.8,70,114,Brown Spot (Bipolaris oryzae),Chlorothalonil,Tebuconazole,Triadimefon,Brassinosteroids,32,56,54,65,89,98,2,12,15,6,14,15,50,60,87,93,4.01,27.51,375.42,16.93
2021-09-15,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,92,10,0.37,6.83,2.75,16.37,0.023,9.86,16.17,0.74,0.087,19.66,29,28.86,17.22,0.79,0.33,25.83,12,15,17,14,16,16,17,5,1.3,22,4,28,1.12,16,52,20,1.11,43,1.01,24,0.91,71,90,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Propiconazole,Hexaconazole,Brassinosteroids,39,59,67,55,74,98,0,12,16,6,10,18,34,59,89,112,4.96,26.41,397.15,99.41
2021-09-15,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,96,10,0.8,5.95,2.5,16.49,0.022,7.64,16.11,1.21,0.09,16.39,35,26.03,19.85,1.11,0.36,35.47,14,16,17,12,16,16,18,5,1.46,38,5,34,1.15,18,59,22,0.8,36,1.22,20,0.82,71,119,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Propiconazole,Triadimefon,Auxins,37,52,53,58,76,104,1,12,14,5,13,16,18,69,90,116,3.59,25.26,335.58,68.61
2021-09-16,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,117,11,0.38,5.63,2.72,17.95,0.021,8.19,16.14,0.27,0.074,15.9,26,15.18,21.12,1.8,0.28,48.11,12,14,16,13,14,18,16,3,1.28,23,5,38,1.48,13,69,20,0.98,35,1.27,23,0.98,60,127,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Pyraclostrobin,Hexaconazole,Auxins,39,55,70,59,85,97,1,13,16,10,13,16,13,67,90,119,4.36,20.22,337.6,73.03
2021-09-16,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,123,11,0.99,6.39,2.64,17.58,0.015,8.37,18.5,0.59,0.032,18.6,42,23.57,17.69,1.67,0.21,30.03,12,16,17,13,15,16,16,5,1.42,49,5,33,1.18,18,56,15,0.97,45,1.45,23,0.97,63,125,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Pyraclostrobin,Hexaconazole,Gibberellins,32,40,62,61,77,106,1,14,16,6,11,20,18,58,70,120,3.32,27.32,391.02,67.47
2021-09-16,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,112,11,0.6,5.81,2.61,17.93,0.047,6.87,19.34,0.82,0.013,16.13,54,18.12,23.36,0.83,0.28,26.81,12,16,18,14,15,17,16,3,1.34,28,5,46,1.04,14,66,16,0.82,37,1.26,29,0.92,82,106,Sheath Blight (Rhizoctonia solani),Mancozeb,Azoxystrobin,Hexaconazole,Brassinosteroids,34,57,56,68,88,95,2,12,16,9,14,17,37,65,90,108,2.87,23.57,457.57,51.5
2021-09-17,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,117,12,0.32,6.87,2.91,19.36,0.026,4.41,18.85,1.52,0.087,17.77,26,18.35,19.71,1.31,0.21,33.21,14,16,16,12,14,18,18,4,1.34,20,3,29,1.49,12,58,17,1.01,40,1.19,24,1.0,88,120,Rice Blast (Magnaporthe oryzae),Copper-based fungicides,Pyraclostrobin,Triadimefon,Auxins,40,47,56,51,80,116,1,13,14,8,11,15,7,69,84,119,2.87,29.46,352.57,57.36
2021-09-17,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,137,12,0.31,5.65,2.62,18.23,0.042,8.56,17.27,0.85,0.025,16.06,54,21.63,28.02,1.73,0.34,41.4,12,14,16,14,14,16,17,5,1.42,22,4,32,1.15,17,54,15,0.9,46,1.43,24,0.96,70,107,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Azoxystrobin,Hexaconazole,Brassinosteroids,37,54,59,64,87,94,2,13,14,9,14,18,48,57,84,110,3.88,20.43,416.69,79.16
2021-09-17,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,105,12,0.8,6.63,2.29,16.69,0.046,7.12,16.38,0.96,0.082,16.52,31,25.64,25.26,1.97,0.47,45.41,14,15,16,13,14,18,18,3,1.17,32,3,25,1.07,14,60,24,1.04,44,1.49,22,0.94,85,115,Leaf Smut (Entyloma oryzae),Chlorothalonil,Propiconazole,Hexaconazole,Auxins,31,46,67,67,83,90,0,12,14,5,14,18,28,50,89,117,2.69,29.36,485.23,52.03
2021-09-18,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,120,13,0.6,6.16,2.14,15.61,0.032,9.4,16.03,1.6,0.09,19.52,28,21.07,20.46,1.3,0.35,12.09,13,16,16,12,15,17,16,3,1.44,36,5,25,1.26,13,67,24,1.01,46,1.25,27,0.97,63,129,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Tebuconazole,Triadimefon,Brassinosteroids,34,60,51,66,87,90,2,12,14,8,10,15,7,56,90,112,2.68,24.35,499.92,29.15
2021-09-18,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,132,13,0.65,6.95,2.65,16.18,0.027,5.69,15.08,1.36,0.05,19.87,34,16.45,28.4,0.59,0.32,39.68,13,15,16,14,15,17,16,4,1.07,25,4,39,1.07,18,60,23,0.98,37,1.03,23,0.86,69,126,Rice Blast (Magnaporthe oryzae),Mancozeb,Azoxystrobin,Triadimefon,Cytokinins,36,56,56,63,89,93,0,13,15,6,14,17,36,56,90,100,4.19,24.38,461.56,37.28
2021-09-18,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,90,13,0.5,6.62,2.52,17.16,0.037,6.05,15.74,1.16,0.063,15.83,36,23.82,15.52,1.76,0.48,22.55,13,15,17,12,15,16,17,4,1.2,46,4,26,1.23,17,59,19,0.94,41,1.27,30,0.92,76,110,Sheath Blight (Rhizoctonia solani),Copper-based fungicides,Tebuconazole,Triadimefon,Cytokinins,35,51,58,60,83,91,0,14,16,6,13,18,30,56,71,117,2.54,23.02,486.98,84.93
2021-09-19,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,117,14,0.5,6.74,2.37,19.26,0.03,6.93,16.91,0.36,0.087,19.85,27,27.75,24.66,1.86,0.31,19.88,14,15,18,13,16,16,16,5,1.05,24,5,30,1.31,16,61,23,0.91,31,1.42,23,0.9,62,117,Leaf Smut (Entyloma oryzae),Copper-based fungicides,Propiconazole,Triadimefon,Gibberellins,31,46,64,59,84,113,1,12,15,9,10,15,2,64,87,97,3.28,34.8,458.87,27.39
2021-09-19,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,114,14,0.5,6.71,2.83,15.93,0.023,6.8,19.78,1.14,0.069,15.83,56,24.21,17.56,0.96,0.5,12.36,13,16,18,14,15,16,18,5,1.49,24,3,26,1.4,15,63,15,0.8,39,1.49,28,1.0,90,121,Leaf Smut (Entyloma oryzae),Chlorothalonil,Propiconazole,Hexaconazole,Gibberellins,35,43,61,59,82,106,1,13,14,6,13,17,30,55,72,94,2.88,31.0,360.54,87.25
2021-09-19,evening,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,134,14,0.31,6.07,2.87,18.82,0.032,9.81,16.26,0.65,0.018,18.51,60,27.7,25.89,1.42,0.23,12.37,14,15,16,13,14,18,17,4,1.4,43,3,35,1.2,12,66,22,0.99,45,1.1,24,0.91,84,91,Brown Spot (Bipolaris oryzae),Mancozeb,Tebuconazole,Hexaconazole,Gibberellins,35,48,65,69,85,106,1,14,15,10,13,16,7,54,76,109,3.52,22.66,387.3,14.35
2021-09-20,morning,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,114,15,0.7,6.73,2.89,15.56,0.046,8.38,15.49,1.11,0.096,18.79,40,21.67,24.88,1.84,0.26,15.62,14,14,17,12,14,17,18,4,1.21,29,3,22,1.21,13,61,17,1.0,47,1.43,30,0.81,87,96,Brown Spot (Bipolaris oryzae),Copper-based fungicides,Pyraclostrobin,Hexaconazole,Brassinosteroids,33,46,57,57,79,96,0,14,16,5,10,17,12,60,72,117,3.89,32.32,437.52,46.97
2021-09-20,afternoon,13.25,75.25,24.5,24.18,89.52,1.64,22.25,0.91,89.25,12.01,Leaf_Development,Medium,Rabi,104,15,0.61,6.24,2.37,16.63,0.034,6.56,17.8,0.63,0.038,17.58,49,18.62,23.53,0.79,0.47,28.93,13,14,16,14,16,18,18,5,1.15,50,4,33,1.49,16,55,21,0.91,49,1.17,27,0.82,68,103,Sheath Blight (Rhizoctonia solani),Chlorothalonil,Propiconazole,Triadimefon,Brassinosteroids,35,48,67,67,79,119,0,12,14,8,14,20,42,61,80,95,4.45,26.22,460.02,70.8
