Date,TimeOfDay,Crop_Stage,LAT,LON,TS,T2M,RH2M,WS2M,T2MDEW,GWETTOP,CLOUD_AMT,PRECTOTCORR,Rice_Crop_Variety,Season,Duration,Day_of_Tillering,Boron,Soil_Ph,Molybdenum,Chlorine,Nickel,Sulphur,Phosphorus,Potassium,Sodium,Nitrogen,Calcium,Zinc,Copper,Manganese,Iron,Water_Requirement,Radiation_Exposure,Magnesium,Leaf_Initiation_Plastochron,Leaf_Elongation,Radiation,Leaf_Expansion,Leaf_Length,Leaf_Width,Leaf_Count,Lower_Leaf_Length,Lower_Leaf_Width,Middle_Leaf_Length,Middle_Leaf_Width,Vegetation_Leaf_Area_Index,Vegetation_Chlorophyll_Content,Vegetation_Water_Stress_Index,Vegetation_Soil_Organic_Matter,Vegetation_Cloud_Cover,Vegetation_Temperature_Range,Soil_Sensitivity_Highly,Soil_Sensitivity_Moderate,Light_Intensity_Low,Light_Intensity_Moderate,Flood_Depth_Ideal,Humidity_Moderate,Humidity_High,Yield
2018-05-31,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,127,27,0.42,5.63,0.011,1.31,0.073,28.92,2.89,15.45,16.06,15.46,24.72,1.37,0.45,25.12,8.23,3.31,484,460,4,1.31,412.88,44,37,1.07,12,25,1.15,39,1.22,2.63,40,0.45,1.85,11,26,12,15,1,14,7,50,77,67.31
2018-05-30,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,101,26,0.7,6.96,0.04,1.56,0.079,24.4,2.4,15.16,19.46,16.27,18.79,1.58,0.22,46.17,7.78,3.15,348,318,3,1.15,371.6,38,27,1.03,14,20,1.16,46,1.11,3.98,44,0.37,1.68,12,26,14,15,2,12,6,56,71,93.17
2018-05-30,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,107,26,0.8,5.89,0.028,0.9,0.047,22.93,2.31,18.83,18.13,18.72,19.08,1.72,0.5,22.4,8.68,3.5,367,311,5,1.14,395.58,22,36,1.23,14,18,0.81,38,1.32,3.54,43,0.43,1.88,8,25,13,14,1,14,6,63,88,47.9
2018-05-30,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Rabi,116,26,0.72,6.83,0.014,1.11,0.07,24.83,2.58,15.57,18.84,17.26,26.14,1.96,0.43,48.21,7.86,2.98,316,368,3,1.21,475.91,45,49,1.28,17,19,0.93,37,1.39,3.57,37,0.22,1.61,15,28,14,15,1,12,9,69,83,93.74
2018-05-29,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Kharif,137,25,0.9,5.91,0.027,0.33,0.087,25.88,2.26,19.66,19.97,19.28,15.64,1.28,0.26,14.24,5.02,3.27,332,483,4,1.17,325.05,25,50,1.26,17,24,0.9,35,1.39,2.78,40,0.13,1.54,13,28,14,14,0,12,10,63,75,26.24
2018-05-29,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,108,25,0.63,6.3,0.044,1.45,0.071,16.71,2.31,18.28,16.46,15.84,24.0,0.99,0.34,47.83,6.6,4.58,318,446,4,1.45,319.81,37,27,1.2,14,23,1.19,39,1.43,2.9,37,0.08,1.54,17,28,12,16,1,14,10,51,71,56.35
2018-05-29,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,137,25,0.32,5.75,0.013,1.13,0.083,25.84,2.19,16.56,18.59,17.03,25.34,0.84,0.29,31.67,8.17,3.32,383,345,5,1.09,351.6,22,33,1.0,18,15,0.85,41,1.03,3.51,41,0.31,1.57,14,25,12,14,1,12,6,58,75,68.5
2018-05-28,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,129,24,0.6,6.01,0.037,0.31,0.022,15.07,2.61,19.84,18.86,19.18,21.7,1.55,0.29,41.93,6.0,4.82,333,392,4,1.06,359.57,40,28,1.2,12,15,0.81,50,1.43,2.81,44,0.06,1.87,14,28,14,14,0,13,7,64,76,42.63
2018-05-28,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Rabi,120,24,0.89,6.77,0.031,0.63,0.081,28.85,2.82,16.11,19.5,18.62,19.83,0.72,0.24,38.51,4.08,3.44,446,300,3,1.11,310.75,45,25,1.19,18,21,1.07,39,1.2,3.97,35,0.18,1.78,12,26,14,15,1,13,7,61,78,82.23
2018-05-28,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,107,24,0.69,5.79,0.034,0.45,0.046,18.39,2.86,19.32,15.25,18.75,20.37,0.53,0.37,47.72,8.25,4.46,477,303,3,1.47,441.36,43,34,1.17,18,16,1.19,45,1.29,3.92,38,0.48,1.92,17,26,12,15,1,13,9,55,73,67.49
2018-05-27,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Kharif,121,23,0.69,5.92,0.018,1.53,0.098,28.57,2.35,18.32,18.49,19.32,18.01,0.81,0.46,15.95,6.71,2.63,307,327,3,1.39,321.18,36,41,1.27,14,20,1.11,36,1.02,4.15,37,0.5,1.64,14,26,13,15,1,14,7,59,71,7.82
2018-05-27,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,124,23,0.61,6.21,0.027,1.0,0.065,16.21,2.78,19.32,15.22,17.58,18.11,0.52,0.24,15.04,9.82,4.87,414,310,3,1.32,301.76,43,49,1.29,18,18,0.92,46,1.02,3.86,44,0.47,1.92,11,26,12,15,0,12,5,60,82,93.11
2018-05-27,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,121,23,0.34,5.51,0.022,1.8,0.072,15.79,2.68,16.84,18.21,19.0,18.99,0.86,0.42,17.63,6.33,3.64,356,359,5,1.24,395.16,21,29,1.3,18,17,1.18,34,1.46,4.03,42,0.47,1.93,16,28,14,16,1,14,5,59,83,41.74
2018-05-26,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,113,22,0.57,6.04,0.011,0.76,0.064,20.84,2.53,17.49,15.3,16.83,18.52,0.53,0.28,30.3,7.31,3.95,487,377,5,1.44,442.77,24,47,1.33,18,21,0.96,43,1.15,3.59,40,0.22,1.69,8,30,14,16,0,14,5,64,76,8.27
2018-05-26,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,100,22,0.87,6.21,0.021,0.61,0.082,15.22,2.62,16.26,17.03,16.2,22.74,1.52,0.25,27.46,9.09,4.32,382,360,5,1.44,411.05,31,44,1.3,12,23,1.03,43,1.12,2.7,39,0.08,1.78,18,29,13,16,1,12,5,50,77,67.96
2018-05-26,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,119,22,0.88,5.79,0.045,1.62,0.06,18.02,2.95,15.73,15.5,16.49,19.35,0.51,0.49,13.51,6.12,2.57,361,301,5,1.01,386.96,48,41,1.5,14,18,1.11,32,1.28,3.18,36,0.49,1.57,18,26,13,16,2,12,8,65,73,5.22
2018-05-25,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Kharif,135,21,0.41,6.65,0.037,1.73,0.028,19.17,2.91,18.75,15.11,18.4,17.55,1.48,0.48,44.31,5.91,3.65,363,459,3,1.1,467.96,39,43,1.21,17,25,0.84,40,1.37,4.25,40,0.33,1.66,11,27,13,16,0,12,8,61,77,66.53
2018-05-25,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Kharif,95,21,0.47,6.54,0.019,1.36,0.024,24.48,2.55,19.19,18.5,19.9,19.96,0.55,0.5,18.21,6.54,4.08,344,445,3,1.13,447.15,35,34,1.06,14,21,0.93,34,1.39,4.23,39,0.17,1.86,11,26,14,15,2,13,8,60,72,47.3
2018-05-25,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,96,21,0.56,6.26,0.046,1.45,0.067,29.43,2.56,19.27,15.62,15.65,24.31,0.93,0.43,14.15,4.81,3.04,475,339,5,1.35,335.91,49,20,1.34,12,18,1.14,44,1.06,4.07,36,0.37,1.75,17,29,14,16,1,12,5,51,71,52.31
2018-05-24,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,107,32,0.37,5.57,0.045,0.36,0.091,26.11,2.29,16.42,17.88,19.95,17.53,0.73,0.41,36.85,8.35,2.78,469,355,4,1.11,385.42,39,37,1.24,13,19,0.87,37,1.4,3.05,35,0.07,1.51,10,28,13,16,2,14,5,59,86,97.06
2018-05-24,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,125,32,0.45,6.34,0.014,0.83,0.065,17.15,2.96,16.38,15.29,19.26,19.73,0.56,0.42,24.42,8.35,4.3,349,385,3,1.46,336.76,23,33,1.17,13,15,0.86,37,1.14,4.17,42,0.32,1.83,8,27,14,16,2,12,9,67,80,47.13
2018-05-24,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,101,32,0.49,6.08,0.015,0.49,0.088,24.91,2.72,18.02,16.07,16.74,26.57,0.64,0.39,32.16,5.41,3.05,457,411,5,1.31,489.14,44,30,1.2,14,17,0.98,39,1.12,4.41,35,0.47,1.58,14,26,14,14,0,12,8,53,77,94.65
2018-05-23,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,91,31,0.7,5.99,0.036,0.48,0.092,17.62,2.78,18.55,17.14,17.03,27.02,0.89,0.4,41.89,9.65,4.45,339,329,3,1.37,311.17,23,23,1.44,15,24,1.17,48,1.13,2.88,43,0.47,1.62,8,26,13,14,0,12,6,50,86,9.03
2018-05-23,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,120,31,0.42,6.82,0.049,1.0,0.045,16.59,2.74,18.81,17.66,17.54,21.17,1.48,0.38,15.46,5.21,2.62,390,382,3,1.49,485.95,23,23,1.26,18,23,0.94,33,1.2,3.29,41,0.34,1.53,15,26,12,14,0,13,6,58,71,63.49
2018-05-23,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,109,31,0.32,5.84,0.04,1.82,0.012,20.48,2.84,18.39,19.38,17.22,23.85,1.44,0.21,43.02,4.42,4.51,393,312,5,1.33,423.85,32,43,1.13,13,19,1.18,46,1.28,3.02,42,0.21,1.6,6,30,14,14,0,12,5,67,90,50.9
2018-05-22,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Kharif,115,30,0.85,6.63,0.025,1.03,0.039,19.63,2.44,15.83,19.47,18.71,26.48,1.84,0.33,18.57,8.33,3.4,426,451,3,1.45,385.21,28,47,1.25,13,23,1.14,40,1.07,4.33,45,0.03,1.51,9,26,14,16,0,12,10,58,83,92.22
2018-05-22,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,109,30,0.33,6.73,0.016,1.4,0.031,23.79,2.42,16.17,18.41,16.71,20.55,1.82,0.43,40.56,4.65,3.36,300,303,4,1.41,471.77,24,43,1.07,14,22,1.05,42,1.04,3.41,44,0.46,1.95,11,30,13,15,2,14,7,50,89,46.86
2018-05-22,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,111,30,0.66,6.7,0.02,0.68,0.02,16.2,2.29,19.13,18.38,19.7,29.47,1.79,0.25,10.07,5.81,2.52,344,416,5,1.47,356.13,32,41,1.44,12,22,0.84,41,1.26,4.26,37,0.44,1.92,2,29,14,15,0,12,10,70,86,69.48
2018-05-21,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Rabi,132,29,0.34,6.97,0.014,0.54,0.072,23.46,2.14,17.22,18.68,17.41,27.41,0.91,0.28,37.07,4.57,2.76,486,469,3,1.25,358.84,21,23,1.12,18,20,1.15,40,1.41,3.44,37,0.03,1.73,9,26,12,14,2,13,6,54,70,29.78
2018-05-21,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,110,29,0.4,6.26,0.039,0.4,0.031,17.94,2.19,18.77,17.76,19.26,17.19,0.88,0.26,29.41,9.03,4.44,300,411,4,1.12,312.62,50,36,1.27,16,18,1.13,45,1.07,4.26,44,0.05,1.64,8,29,13,15,1,13,8,53,83,61.43
2018-05-21,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Rabi,94,29,0.66,5.81,0.037,2.0,0.043,21.4,2.17,15.64,17.02,16.4,21.51,1.59,0.47,17.7,5.87,4.13,329,434,4,1.49,444.9,38,38,1.12,13,19,1.04,31,1.33,4.37,44,0.14,1.82,5,25,14,14,1,13,5,69,76,91.75
2018-05-20,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Kharif,133,28,0.62,6.72,0.013,0.27,0.096,20.97,2.24,16.96,18.55,19.23,19.96,1.33,0.22,43.48,6.54,3.99,469,421,3,1.23,417.63,21,31,1.14,14,16,0.89,43,1.05,4.31,35,0.24,1.59,8,28,14,16,1,12,9,58,81,72.47
2018-05-20,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Kharif,128,28,0.46,6.28,0.028,0.86,0.093,28.95,2.94,15.68,17.63,19.19,16.5,1.67,0.29,25.58,5.87,3.03,440,322,5,1.39,403.25,47,25,1.17,13,18,0.93,45,1.15,3.88,43,0.43,1.85,18,29,12,16,2,12,8,64,89,57.21
2018-05-20,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,96,28,0.74,6.0,0.017,1.46,0.08,21.0,2.88,17.89,15.42,16.52,28.87,1.98,0.48,22.75,9.9,3.3,357,380,3,1.05,456.88,24,46,1.44,15,15,0.88,43,1.46,4.37,41,0.48,1.69,16,28,12,14,0,14,6,64,80,6.64
2018-05-19,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,93,27,0.98,6.72,0.045,0.35,0.063,29.07,2.02,19.49,17.56,16.94,17.67,1.11,0.33,10.57,8.58,4.66,444,361,4,1.04,456.47,48,32,1.47,18,25,0.91,39,1.06,4.37,44,0.12,1.98,16,29,14,15,2,13,8,54,85,18.97
2018-05-19,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Rabi,112,27,0.53,6.36,0.033,1.16,0.082,20.98,2.83,18.18,19.83,16.67,21.89,0.71,0.4,22.44,5.6,3.06,316,387,5,1.19,478.1,30,35,1.21,17,20,1.11,34,1.21,4.36,38,0.11,1.69,5,26,12,14,1,12,6,67,83,75.9
2018-05-19,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Kharif,99,27,0.85,6.1,0.039,0.29,0.038,28.85,2.19,18.63,17.25,15.09,16.62,0.81,0.29,25.18,4.45,2.9,463,335,4,1.07,324.27,48,34,1.16,16,24,0.83,41,1.01,4.24,45,0.22,1.73,18,27,12,14,0,14,6,63,72,35.21
2018-05-18,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Kharif,137,26,0.32,6.46,0.041,1.02,0.093,18.3,2.45,19.65,19.28,15.62,15.95,0.89,0.21,41.58,5.17,4.39,387,432,3,1.31,433.62,42,32,1.03,13,16,1.01,39,1.35,2.74,43,0.01,1.89,5,28,13,15,0,12,8,59,84,99.28
2018-05-18,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,94,26,0.79,5.57,0.032,1.11,0.014,28.22,2.67,16.75,17.86,15.63,21.33,0.53,0.42,49.65,4.52,3.24,469,402,3,1.39,400.96,49,35,1.01,12,16,1.19,38,1.31,4.16,44,0.24,1.67,7,27,12,15,0,14,10,62,76,43.32
2018-05-18,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,132,26,0.94,6.94,0.031,0.57,0.063,28.24,2.53,16.29,17.05,19.59,20.2,1.16,0.46,16.75,6.16,4.76,407,379,4,1.42,444.46,44,25,1.02,14,21,0.8,46,1.29,3.66,44,0.08,1.87,5,29,14,16,0,13,9,61,77,81.69
2018-05-17,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,91,25,0.57,6.81,0.038,0.21,0.017,24.89,2.57,18.44,15.2,15.9,25.13,1.24,0.4,20.62,5.18,3.59,413,364,4,1.3,366.33,37,21,1.28,14,15,1.17,48,1.27,3.86,36,0.04,1.83,0,30,14,16,2,14,10,62,80,81.4
2018-05-17,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Kharif,134,25,0.99,6.64,0.022,1.69,0.066,23.21,2.99,15.56,17.41,18.33,24.51,0.96,0.31,41.16,8.5,3.04,322,333,3,1.45,413.03,25,40,1.4,17,24,0.9,38,1.31,3.86,45,0.1,1.58,10,28,12,15,0,14,9,51,83,93.77
2018-05-17,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,92,25,0.5,6.91,0.043,0.48,0.032,15.62,2.59,16.42,16.5,17.69,15.54,1.45,0.24,32.53,6.45,2.67,314,406,4,1.03,302.23,25,32,1.14,16,21,0.91,43,1.15,3.59,35,0.32,1.61,0,28,12,14,2,13,8,59,75,79.34
2018-05-16,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,127,24,0.43,6.95,0.019,1.44,0.042,21.71,2.12,18.19,19.6,15.78,23.65,0.63,0.4,19.52,5.47,3.14,322,437,5,1.19,353.73,50,50,1.02,14,15,1.15,32,1.49,2.86,37,0.28,1.79,17,30,12,16,2,14,8,70,70,98.93
2018-05-16,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,133,24,0.91,6.06,0.033,0.91,0.081,21.38,2.22,18.57,19.64,19.11,29.93,0.82,0.24,49.72,8.38,4.58,433,310,4,1.32,421.1,34,36,1.02,14,16,1.11,42,1.29,3.86,36,0.22,1.97,15,27,14,14,2,14,5,67,81,47.45
2018-05-16,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Kharif,93,24,0.99,6.07,0.03,1.49,0.025,24.17,2.86,16.91,17.18,15.58,22.27,0.63,0.26,11.56,6.11,4.07,334,327,4,1.37,489.64,42,41,1.37,16,25,0.91,40,1.23,4.18,35,0.48,1.98,18,27,12,15,0,12,9,51,80,30.57
2018-05-15,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Rabi,138,23,0.53,5.66,0.016,1.82,0.045,21.94,2.34,15.76,18.18,19.95,21.58,1.26,0.35,18.53,6.15,3.26,362,423,5,1.23,310.73,32,40,1.01,13,19,0.87,42,1.22,3.05,43,0.21,1.58,15,29,14,14,0,13,10,56,75,67.14
2018-05-15,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,118,23,0.97,6.09,0.047,1.13,0.093,27.69,2.23,16.04,19.52,18.33,24.2,1.83,0.34,43.98,7.07,4.7,433,334,3,1.4,361.14,44,36,1.16,15,23,1.07,43,1.41,3.24,45,0.39,1.99,20,30,12,16,1,12,6,59,89,50.65
2018-05-15,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Kharif,120,23,0.71,6.33,0.012,0.87,0.056,23.63,2.24,17.74,15.1,15.85,26.08,0.81,0.42,11.85,9.38,3.01,334,367,4,1.07,487.31,44,33,1.28,13,19,0.85,46,1.06,3.38,40,0.34,1.84,13,29,12,16,0,12,6,70,87,98.62
2018-05-14,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,112,22,0.39,6.15,0.034,1.59,0.051,20.23,2.71,17.34,15.07,19.22,23.59,1.54,0.37,13.21,5.28,3.17,457,439,5,1.35,380.01,20,41,1.11,17,21,1.12,35,1.33,4.05,45,0.11,1.54,16,25,13,16,2,12,8,55,74,94.08
2018-05-14,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,127,22,0.82,6.53,0.021,1.11,0.038,21.65,2.92,17.39,16.94,17.4,29.18,0.64,0.5,33.85,4.05,4.28,306,466,5,1.26,449.57,26,25,1.47,13,21,0.97,36,1.14,4.21,44,0.05,1.88,20,30,13,15,1,14,8,53,79,56.1
2018-05-14,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,104,22,0.72,6.91,0.016,0.66,0.027,27.56,2.57,17.43,18.86,16.34,19.52,0.97,0.43,11.45,4.86,4.65,365,473,3,1.15,432.69,29,48,1.16,14,16,1.02,37,1.07,3.6,35,0.47,1.6,17,29,14,15,0,13,10,59,84,35.87
2018-05-13,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,101,21,0.82,6.44,0.01,0.9,0.069,28.34,2.01,15.24,15.41,15.35,21.02,0.53,0.45,16.74,9.09,3.81,361,336,3,1.07,323.74,36,34,1.08,16,16,0.86,41,1.23,4.42,37,0.09,1.94,20,28,14,14,2,14,9,56,88,81.99
2018-05-13,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Kharif,101,21,0.34,5.93,0.012,0.79,0.058,21.59,2.55,16.09,15.3,16.15,20.51,1.82,0.44,47.92,8.35,4.32,462,328,4,1.23,307.45,37,28,1.01,18,21,0.84,44,1.39,2.73,36,0.04,1.78,10,25,12,14,0,14,10,68,88,92.06
2018-05-13,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,105,21,0.51,5.56,0.033,1.84,0.082,27.48,2.39,18.74,16.48,18.87,28.2,1.63,0.42,47.8,8.43,2.7,446,360,4,1.25,324.74,26,36,1.48,12,17,1.07,47,1.0,2.55,38,0.08,1.72,18,28,14,15,1,14,10,61,84,77.53
2018-05-12,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Kharif,118,32,0.51,6.45,0.027,1.4,0.042,23.58,2.18,19.94,19.81,19.49,24.99,1.44,0.29,33.34,9.12,4.09,340,401,3,1.21,465.37,33,46,1.23,16,21,0.84,36,1.28,3.15,45,0.19,1.77,1,28,12,14,2,14,7,59,70,62.29
2018-05-12,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,95,32,0.93,6.01,0.047,1.96,0.096,21.23,2.19,15.06,16.35,15.27,20.91,1.08,0.41,21.1,8.4,3.13,402,476,4,1.36,417.16,28,31,1.18,16,20,1.02,45,1.41,2.72,42,0.39,1.69,7,26,14,15,0,14,5,59,86,45.13
2018-05-12,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Kharif,122,32,0.41,6.47,0.035,0.67,0.072,24.57,2.92,16.53,15.61,18.61,21.63,1.81,0.43,31.08,6.57,4.57,466,320,3,1.1,396.25,28,48,1.19,13,18,1.06,41,1.13,4.28,43,0.32,1.63,5,29,12,15,1,12,8,67,81,17.24
2018-05-11,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,118,31,0.53,5.97,0.048,1.64,0.09,24.38,2.88,16.83,16.12,19.24,22.29,1.21,0.28,15.27,6.13,3.19,376,363,5,1.31,320.94,30,31,1.04,15,16,1.17,33,1.05,4.49,44,0.44,1.81,12,30,14,14,0,14,8,61,80,49.21
2018-05-11,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Kharif,114,31,0.44,6.64,0.021,1.81,0.07,17.71,2.81,16.16,19.45,16.05,19.09,1.07,0.47,43.09,8.77,4.22,435,323,4,1.38,432.37,32,49,1.18,16,22,0.88,47,1.26,3.92,42,0.25,1.8,0,30,14,14,0,14,7,63,81,33.41
2018-05-11,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,134,31,0.75,5.69,0.044,1.66,0.06,19.75,2.06,18.0,17.38,15.01,29.93,1.76,0.28,28.94,5.28,4.32,328,476,4,1.03,395.59,43,24,1.36,16,21,0.87,39,1.22,2.89,35,0.48,1.94,14,29,13,15,1,13,6,61,77,6.87
2018-05-10,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Kharif,108,30,0.76,6.92,0.043,0.29,0.069,19.78,2.75,18.88,18.04,17.39,23.2,1.61,0.36,28.72,5.03,4.88,456,454,5,1.27,346.8,39,20,1.03,18,22,1.17,37,1.19,2.88,36,0.05,1.92,2,30,12,15,1,14,9,58,84,98.32
2018-05-10,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,113,30,0.74,6.73,0.023,1.83,0.038,29.02,2.45,16.86,16.54,17.01,20.68,1.15,0.25,34.89,6.38,4.36,382,319,3,1.22,365.43,31,37,1.26,16,17,0.87,30,1.02,3.05,37,0.03,1.97,4,25,12,16,0,14,9,63,81,62.16
2018-05-10,morning,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Long,Kharif,90,30,0.46,5.61,0.029,1.64,0.078,16.78,2.04,15.71,15.43,19.54,17.74,1.5,0.31,23.18,7.62,4.58,335,389,3,1.33,363.54,48,29,1.39,13,23,1.03,32,1.04,4.03,42,0.45,1.91,20,27,13,15,2,14,10,59,86,95.88
2018-05-09,evening,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Medium,Rabi,106,29,0.83,6.93,0.033,0.42,0.062,23.08,2.7,15.44,18.26,17.4,16.56,1.05,0.21,38.34,8.03,3.83,494,375,3,1.48,455.45,43,30,1.17,17,16,0.85,42,1.17,2.61,41,0.16,1.99,16,25,13,15,1,14,6,56,84,47.4
2018-05-09,afternoon,Tillering,13.25,75.25,27.58,26.84,77.79,1.38,22.11,0.59,79.88,6.86,Short,Rabi,128,29,0.5,6.36,0.029,0.87,0.041,23.42,2.7,16.8,19.59,17.11,20.38,1.1,0.34,17.33,9.63,2.87,494,320,3,1.07,309.79,24,49,1.29,12,23,1.09,49,1.36,4.49,45,0.27,1.61,0,27,13,16,2,12,5,60,79,12.46
